item_id,variant,method,gold_count,exact_set,set_precision,set_recall,set_f1,confidence,brier_exact,nll_exact,prediction,gold
4,misinfo_dominant,dst_nli_global_topk,1,1.0,1.0,1.0,1.0,0.8879592605237273,0.01255312730239001,0.11882941483098029,1856,1856
4,misinfo_dominant,dst_nli_factorized_provenance,1,1.0,1.0,1.0,1.0,0.9046310727514475,0.0090952322845397,0.1002280728141519,1856,1856
4,misinfo_dominant,dsmt_nli_pcr6_provenance,1,1.0,1.0,1.0,1.0,0.8894469156854322,0.012221984451463934,0.1171554524817959,1856,1856
5,original,nli_pool_topk,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,football,football
5,original,dst_nli_global_top1,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,football,football
5,original,dst_nli_global_topk,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,football,football
5,original,dst_nli_factorized_provenance,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,football,football
5,original,dsmt_nli_pcr6_provenance,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,football,football
5,duplicate_misinfo_x3,nli_pool_topk,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,football,football
5,duplicate_misinfo_x3,dst_nli_global_top1,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,football,football
5,duplicate_misinfo_x3,dst_nli_global_topk,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,football,football
5,duplicate_misinfo_x3,dst_nli_factorized_provenance,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,football,football
5,duplicate_misinfo_x3,dsmt_nli_pcr6_provenance,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,football,football
5,misinfo_dominant,nli_pool_topk,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,football,football
5,misinfo_dominant,dst_nli_global_top1,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,football,football
5,misinfo_dominant,dst_nli_global_topk,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,football,football
5,misinfo_dominant,dst_nli_factorized_provenance,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,football,football
5,misinfo_dominant,dsmt_nli_pcr6_provenance,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,football,football
6,original,nli_pool_topk,1,0.0,0.0,0.0,0.0,0.801051385798635,0.6416833226899136,1.6147087076958364,1885,1902
6,original,dst_nli_global_top1,1,0.0,0.0,0.0,0.0,0.9555582620784766,0.9130915922264385,3.1135762078303815,1885,1902
6,original,dst_nli_global_topk,1,0.0,0.0,0.0,0.0,0.9555582620784766,0.9130915922264385,3.1135762078303815,1885,1902
6,original,dst_nli_factorized_provenance,1,0.0,0.0,0.0,0.0,0.9631741218309383,0.9277043889647992,3.301554469828529,1885,1902
6,original,dsmt_nli_pcr6_provenance,1,0.0,0.0,0.0,0.0,0.8857758990764096,0.7845989433846218,2.1695929626638852,1885,1902
6,duplicate_misinfo_x3,nli_pool_topk,1,0.0,0.0,0.0,0.0,0.8831114305860425,0.7798857988317265,2.14653419617499,1885,1902
6,duplicate_misinfo_x3,dst_nli_global_top1,1,0.0,0.0,0.0,0.0,0.999992017564106,0.9999840351919314,11.738266943213457,1885,1902
6,duplicate_misinfo_x3,dst_nli_global_topk,1,0.0,0.0,0.0,0.0,0.999992017564106,0.9999840351919314,11.738266943213457,1885,1902
6,duplicate_misinfo_x3,dst_nli_factorized_provenance,1,0.0,0.0,0.0,0.0,0.9631741218309383,0.9277043889647992,3.301554469828529,1885,1902
6,duplicate_misinfo_x3,dsmt_nli_pcr6_provenance,1,0.0,0.0,0.0,0.0,0.8857758990764096,0.7845989433846218,2.1695929626638852,1885,1902
6,misinfo_dominant,nli_pool_topk,1,0.0,0.0,0.0,0.0,0.9187404764024488,0.8440840629801987,2.5101072511329345,1885,1902
6,misinfo_dominant,dst_nli_global_top1,1,0.0,0.0,0.0,0.0,0.9998867984002356,0.9997736096150734,9.086340260101087,1885,1902
6,misinfo_dominant,dst_nli_global_topk,1,0.0,0.0,0.0,0.0,0.9998867984002356,0.9997736096150734,9.086340260101087,1885,1902
6,misinfo_dominant,dst_nli_factorized_provenance,1,0.0,0.0,0.0,0.0,0.9725778501403403,0.9459076745836061,3.5964042031198695,1885,1902
6,misinfo_dominant,dsmt_nli_pcr6_provenance,1,0.0,0.0,0.0,0.0,0.9529531893582787,0.9081197811081153,3.0566122018217663,1885,1902
7,original,nli_pool_topk,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,golf,american football
7,original,dst_nli_global_top1,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,golf,american football
7,original,dst_nli_global_topk,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,golf,american football
7,original,dst_nli_factorized_provenance,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,golf,american football
7,original,dsmt_nli_pcr6_provenance,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,golf,american football
7,duplicate_misinfo_x3,nli_pool_topk,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,golf,american football
7,duplicate_misinfo_x3,dst_nli_global_top1,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,golf,american football
7,duplicate_misinfo_x3,dst_nli_global_topk,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,golf,american football
7,duplicate_misinfo_x3,dst_nli_factorized_provenance,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,golf,american football
7,duplicate_misinfo_x3,dsmt_nli_pcr6_provenance,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,golf,american football
7,misinfo_dominant,nli_pool_topk,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,golf,american football
7,misinfo_dominant,dst_nli_global_top1,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,golf,american football
7,misinfo_dominant,dst_nli_global_topk,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,golf,american football
7,misinfo_dominant,dst_nli_factorized_provenance,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,golf,american football
7,misinfo_dominant,dsmt_nli_pcr6_provenance,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,golf,american football
8,original,nli_pool_topk,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,july 15 1905,february 8 1900
8,original,dst_nli_global_top1,1,0.0,0.0,0.0,0.0,0.9802002987275027,0.9607926256254855,3.922088428643072,july 15 1905,february 8 1900
8,original,dst_nli_global_topk,1,0.0,0.0,0.0,0.0,0.9802002987275027,0.9607926256254855,3.922088428643072,july 15 1905,february 8 1900
8,original,dst_nli_factorized_provenance,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,july 15 1905,february 8 1900
8,original,dsmt_nli_pcr6_provenance,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,july 15 1905,february 8 1900
8,duplicate_misinfo_x3,nli_pool_topk,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,july 15 1905,february 8 1900
8,duplicate_misinfo_x3,dst_nli_global_top1,1,0.0,0.0,0.0,0.0,0.9998126108560008,0.9996252568266929,8.582323119404723,july 15 1905,february 8 1900
8,duplicate_misinfo_x3,dst_nli_global_topk,1,0.0,0.0,0.0,0.0,0.9998126108560008,0.9996252568266929,8.582323119404723,july 15 1905,february 8 1900
8,duplicate_misinfo_x3,dst_nli_factorized_provenance,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,july 15 1905,february 8 1900
8,duplicate_misinfo_x3,dsmt_nli_pcr6_provenance,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,july 15 1905,february 8 1900
8,misinfo_dominant,nli_pool_topk,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,july 15 1905,february 8 1900
8,misinfo_dominant,dst_nli_global_top1,1,0.0,0.0,0.0,0.0,0.9991141044961713,0.9982289938031864,7.0289115558174675,july 15 1905,february 8 1900
8,misinfo_dominant,dst_nli_global_topk,1,0.0,0.0,0.0,0.0,0.9991141044961713,0.9982289938031864,7.0289115558174675,july 15 1905,february 8 1900
8,misinfo_dominant,dst_nli_factorized_provenance,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,july 15 1905,february 8 1900
8,misinfo_dominant,dsmt_nli_pcr6_provenance,1,0.0,0.0,0.0,0.0,1.0,1.0,27.631021115928547,july 15 1905,february 8 1900
9,original,nli_pool_topk,1,1.0,1.0,1.0,1.0,0.7498200210091064,0.06259002188788397,0.2879220732375238,4 411,4 411
9,original,dst_nli_global_top1,1,1.0,1.0,1.0,1.0,0.9966383051742774,1.1300992101289915e-05,0.0033673580172829875,4 411,4 411
9,original,dst_nli_global_topk,1,1.0,1.0,1.0,1.0,0.9966383051742774,1.1300992101289915e-05,0.0033673580172829875,4 411,4 411
9,original,dst_nli_factorized_provenance,1,1.0,1.0,1.0,1.0,0.9966383051742774,1.1300992101289915e-05,0.0033673580172829875,4 411,4 411
9,original,dsmt_nli_pcr6_provenance,1,1.0,1.0,1.0,1.0,0.7491230623565789,0.062939237841341,0.2888520067493269,4 411,4 411
9,duplicate_misinfo_x3,nli_pool_topk,1,0.0,0.0,0.0,0.0,0.5716635735224542,0.3267992412924624,0.8478463489986445,10 000,4 411
9,duplicate_misinfo_x3,dst_nli_global_top1,1,0.0,0.0,0.0,0.0,0.9402129971728271,0.8840004800527107,2.8169669856753967,10 000,4 411
9,duplicate_misinfo_x3,dst_nli_global_topk,1,0.0,0.0,0.0,0.0,0.9402129971728271,0.8840004800527107,2.8169669856753967,10 000,4 411
9,duplicate_misinfo_x3,dst_nli_factorized_provenance,1,1.0,1.0,1.0,1.0,0.9966383051742774,1.1300992101289915e-05,0.0033673580172829875,4 411,4 411
9,duplicate_misinfo_x3,dsmt_nli_pcr6_provenance,1,1.0,1.0,1.0,1.0,0.7491230623565789,0.062939237841341,0.2888520067493269,4 411,4 411
9,misinfo_dominant,nli_pool_topk,1,0.0,0.0,0.0,0.0,0.5973359962537084,0.3568102924204103,0.9096528023902057,10 000,4 411
9,misinfo_dominant,dst_nli_global_top1,1,0.0,0.0,0.0,0.0,0.9188063939522781,0.8442051895675889,2.5109187781695748,10 000,4 411
9,misinfo_dominant,dst_nli_global_topk,1,0.0,0.0,0.0,0.0,0.9188063939522781,0.8442051895675889,2.5109187781695748,10 000,4 411
9,misinfo_dominant,dst_nli_factorized_provenance,1,1.0,1.0,1.0,1.0,0.9614095955867987,0.0014892193127744244,0.039354742724572345,4 411,4 411
9,misinfo_dominant,dsmt_nli_pcr6_provenance,1,1.0,1.0,1.0,1.0,0.6726342047993428,0.10716836386735865,0.39655362637588354,4 411,4 411
10,original,nli_pool_topk,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,ahmed hussen,ahmed hussen
10,original,dst_nli_global_top1,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,ahmed hussen,ahmed hussen
10,original,dst_nli_global_topk,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,ahmed hussen,ahmed hussen
10,original,dst_nli_factorized_provenance,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,ahmed hussen,ahmed hussen
10,original,dsmt_nli_pcr6_provenance,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,ahmed hussen,ahmed hussen
10,duplicate_misinfo_x3,nli_pool_topk,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,ahmed hussen,ahmed hussen
10,duplicate_misinfo_x3,dst_nli_global_top1,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,ahmed hussen,ahmed hussen
10,duplicate_misinfo_x3,dst_nli_global_topk,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,ahmed hussen,ahmed hussen
10,duplicate_misinfo_x3,dst_nli_factorized_provenance,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,ahmed hussen,ahmed hussen
10,duplicate_misinfo_x3,dsmt_nli_pcr6_provenance,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,ahmed hussen,ahmed hussen
10,misinfo_dominant,nli_pool_topk,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,ahmed hussen,ahmed hussen
10,misinfo_dominant,dst_nli_global_top1,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,ahmed hussen,ahmed hussen
10,misinfo_dominant,dst_nli_global_topk,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,ahmed hussen,ahmed hussen
10,misinfo_dominant,dst_nli_factorized_provenance,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,ahmed hussen,ahmed hussen
10,misinfo_dominant,dsmt_nli_pcr6_provenance,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,ahmed hussen,ahmed hussen
11,original,nli_pool_topk,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,98 km,98 km
11,original,dst_nli_global_top1,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,98 km,98 km
11,original,dst_nli_global_topk,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,98 km,98 km
11,original,dst_nli_factorized_provenance,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,98 km,98 km
11,original,dsmt_nli_pcr6_provenance,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,98 km,98 km
11,duplicate_misinfo_x3,nli_pool_topk,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,98 km,98 km
11,duplicate_misinfo_x3,dst_nli_global_top1,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,98 km,98 km
11,duplicate_misinfo_x3,dst_nli_global_topk,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,98 km,98 km
11,duplicate_misinfo_x3,dst_nli_factorized_provenance,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,98 km,98 km
11,duplicate_misinfo_x3,dsmt_nli_pcr6_provenance,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,98 km,98 km
11,misinfo_dominant,nli_pool_topk,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,98 km,98 km
11,misinfo_dominant,dst_nli_global_top1,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,98 km,98 km
11,misinfo_dominant,dst_nli_global_topk,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,98 km,98 km
11,misinfo_dominant,dst_nli_factorized_provenance,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,98 km,98 km
11,misinfo_dominant,dsmt_nli_pcr6_provenance,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,98 km,98 km
12,original,nli_pool_topk,1,1.0,1.0,1.0,1.0,0.5714285714285714,0.18367346938775514,0.5596157879354228,blitzen trapper,blitzen trapper
12,original,dst_nli_global_top1,1,1.0,1.0,1.0,1.0,0.5220168539016617,0.22846788795406536,0.6500554044527833,blitzen trapper,blitzen trapper
12,original,dst_nli_global_topk,1,1.0,1.0,1.0,1.0,0.5220168539016617,0.22846788795406536,0.6500554044527833,blitzen trapper,blitzen trapper
12,original,dst_nli_factorized_provenance,1,1.0,1.0,1.0,1.0,0.5220168539016617,0.22846788795406536,0.6500554044527833,blitzen trapper,blitzen trapper
12,original,dsmt_nli_pcr6_provenance,1,1.0,1.0,1.0,1.0,0.5214389951220801,0.22902063538976444,0.6511629910156382,blitzen trapper,blitzen trapper
12,duplicate_misinfo_x3,nli_pool_topk,1,1.0,1.0,1.0,1.0,0.7692307692307693,0.053254437869822466,0.262364264467491,blitzen trapper,blitzen trapper
12,duplicate_misinfo_x3,dst_nli_global_top1,1,1.0,1.0,1.0,1.0,0.637169246092709,0.13164615598093318,0.45071996624673055,blitzen trapper,blitzen trapper
12,duplicate_misinfo_x3,dst_nli_global_topk,1,1.0,1.0,1.0,1.0,0.637169246092709,0.13164615598093318,0.45071996624673055,blitzen trapper,blitzen trapper
12,duplicate_misinfo_x3,dst_nli_factorized_provenance,1,1.0,1.0,1.0,1.0,0.5220168539016617,0.22846788795406536,0.6500554044527833,blitzen trapper,blitzen trapper
12,duplicate_misinfo_x3,dsmt_nli_pcr6_provenance,1,1.0,1.0,1.0,1.0,0.5214389951220801,0.22902063538976444,0.6511629910156382,blitzen trapper,blitzen trapper
12,misinfo_dominant,nli_pool_topk,1,1.0,1.0,1.0,1.0,0.7777777777777778,0.04938271604938271,0.25131442828090605,blitzen trapper,blitzen trapper
12,misinfo_dominant,dst_nli_global_top1,1,1.0,1.0,1.0,1.0,0.6051747640649008,0.15588696693120677,0.5022379964421335,blitzen trapper,blitzen trapper
12,misinfo_dominant,dst_nli_global_topk,1,1.0,1.0,1.0,1.0,0.6051747640649008,0.15588696693120677,0.5022379964421335,blitzen trapper,blitzen trapper
12,misinfo_dominant,dst_nli_factorized_provenance,1,1.0,1.0,1.0,1.0,0.5228806772680472,0.22764284812419733,0.6484019914866144,blitzen trapper,blitzen trapper
12,misinfo_dominant,dsmt_nli_pcr6_provenance,1,1.0,1.0,1.0,1.0,0.5225671748409332,0.22794210253936806,0.6490017391179835,blitzen trapper,blitzen trapper
13,original,nli_pool_topk,1,0.0,0.0,0.0,0.0,0.8995026270327031,0.8091049760387342,2.2976236914535395,the beatles,carpenters
13,original,dst_nli_global_top1,1,0.0,0.0,0.0,0.0,0.9118975627391283,0.8315571649295623,2.429255081713564,the beatles,carpenters
13,original,dst_nli_global_topk,1,0.0,0.0,0.0,0.0,0.9118975627391283,0.8315571649295623,2.429255081713564,the beatles,carpenters
13,original,dst_nli_factorized_provenance,1,0.0,0.0,0.0,0.0,0.9118975627391283,0.8315571649295623,2.429255081713564,the beatles,carpenters
13,original,dsmt_nli_pcr6_provenance,1,0.0,0.0,0.0,0.0,0.8898261754552891,0.7917906225253869,2.2056959372947906,the beatles,carpenters
