item_id,rule,eligible,applicability,candidate_count,source_count,gold_count,exact_set,set_precision,set_recall,set_f1,brier,nonspecificity,prediction,gold
20,dempster,True,False,2,4,1,1.0,1.0,1.0,1.0,0.010077298716521904,0.13359743190343065,academy,academy
20,pcr6,True,False,2,4,1,1.0,1.0,1.0,1.0,0.012092234910278127,0.1466695067441243,academy,academy
20,pcr6_plus,True,False,2,4,1,1.0,1.0,1.0,1.0,0.009849811417753561,0.13008416933280734,academy,academy
21,dempster,True,True,3,6,1,0.0,0.0,0.0,0.0,0.7337902503656074,0.38497105872807647,1 january 1738,1 december 1737
21,pcr6,True,True,3,6,1,0.0,0.0,0.0,0.0,0.6893420441613918,0.6420192970392641,1 january 1738,1 december 1737
21,pcr6_plus,True,True,3,6,1,0.0,0.0,0.0,0.0,0.6945608718728478,0.5407979466326653,1 january 1738,1 december 1737
22,dempster,True,False,2,3,1,1.0,1.0,1.0,1.0,0.44673759571250626,0.8574644020183162,cloutierville louisiana,cloutierville louisiana
22,pcr6,True,False,2,3,1,1.0,1.0,1.0,1.0,0.44677833164853376,0.8575198770242509,cloutierville louisiana,cloutierville louisiana
22,pcr6_plus,True,False,2,3,1,1.0,1.0,1.0,1.0,0.4453606594074758,0.8531567669318326,cloutierville louisiana,cloutierville louisiana
24,dempster,True,False,2,4,1,1.0,1.0,1.0,1.0,0.25539938783377625,0.1141861786856014,novel,novel
24,pcr6,True,False,2,4,1,1.0,1.0,1.0,1.0,0.35611011223758354,0.34212746331074045,novel,novel
24,pcr6_plus,True,False,2,4,1,1.0,1.0,1.0,1.0,0.31145557194601936,0.04495967432827619,novel,novel
26,dempster,True,False,2,4,1,1.0,1.0,1.0,1.0,0.08929830453074808,0.4226069202716589,assamese language,assamese language
26,pcr6,True,False,2,4,1,1.0,1.0,1.0,1.0,0.08929830453074808,0.4226069202716589,assamese language,assamese language
26,pcr6_plus,True,False,2,4,1,1.0,1.0,1.0,1.0,0.08929830453074808,0.4226069202716589,assamese language,assamese language
27,dempster,True,False,2,2,1,0.0,0.0,0.0,0.0,0.5367928463249322,0.9398696105749077,documentary,short film
27,pcr6,True,False,2,2,1,0.0,0.0,0.0,0.0,0.5371445966064071,0.9392925704890526,documentary,short film
27,pcr6_plus,True,False,2,2,1,0.0,0.0,0.0,0.0,0.5371445966064071,0.9392925704890526,documentary,short film
30,dempster,True,False,2,4,1,1.0,1.0,1.0,1.0,0.16082725409919982,0.43369171757430464,frank oz,frank oz
30,pcr6,True,False,2,4,1,1.0,1.0,1.0,1.0,0.1703802711636973,0.45683739164062165,frank oz,frank oz
30,pcr6_plus,True,False,2,4,1,1.0,1.0,1.0,1.0,0.14506960840337232,0.4027355491627897,frank oz,frank oz
32,dempster,True,False,2,4,1,1.0,1.0,1.0,1.0,0.06094544982855018,0.21743807475080534,about 50 000,about 50 000
32,pcr6,True,False,2,4,1,1.0,1.0,1.0,1.0,0.0912659631335577,0.2973048213170664,about 50 000,about 50 000
32,pcr6_plus,True,False,2,4,1,1.0,1.0,1.0,1.0,0.06166593012981074,0.1786616108173235,about 50 000,about 50 000
33,dempster,True,False,2,4,1,0.0,0.0,0.0,0.0,0.561981499660815,0.8106303113852736,42 800,428
33,pcr6,True,False,2,4,1,0.0,0.0,0.0,0.0,0.5615984130783737,0.8118605042111624,42 800,428
33,pcr6_plus,True,False,2,4,1,0.0,0.0,0.0,0.0,0.5647773671607883,0.8026495874699663,42 800,428
37,dempster,True,False,2,4,1,0.0,0.0,0.0,0.0,0.503825092868499,0.9108202468971958,anchorage alaska,miami florida
37,pcr6,True,False,2,4,1,0.0,0.0,0.0,0.0,0.5038033240068657,0.9109322989399017,anchorage alaska,miami florida
37,pcr6_plus,True,False,2,4,1,0.0,0.0,0.0,0.0,0.5033893488026076,0.9088399486456241,anchorage alaska,miami florida
39,dempster,True,False,2,4,1,1.0,1.0,1.0,1.0,0.35500151953585546,0.7795312356304405,june 19 1910,june 19 1910
39,pcr6,True,False,2,4,1,1.0,1.0,1.0,1.0,0.3558199505369345,0.7806703248479475,june 19 1910,june 19 1910
39,pcr6_plus,True,False,2,4,1,1.0,1.0,1.0,1.0,0.3538145110890681,0.7736171968492416,june 19 1910,june 19 1910
41,dempster,True,True,3,6,1,0.0,0.0,0.0,0.0,1.3720965301793604,0.7462326907999243,1955,1921
41,pcr6,True,True,3,6,1,0.0,0.0,0.0,0.0,1.3078897599247572,0.8105710673425977,1955,1921
41,pcr6_plus,True,True,3,6,1,0.0,0.0,0.0,0.0,1.3679646463047324,0.7212764116207404,1955,1921
45,dempster,True,False,2,5,1,1.0,1.0,1.0,1.0,0.03512508958207023,0.25677036744169773,459,459
45,pcr6,True,False,2,5,1,1.0,1.0,1.0,1.0,0.03682536772628676,0.2631558318149932,459,459
45,pcr6_plus,True,False,2,5,1,1.0,1.0,1.0,1.0,0.03437920854440228,0.2537475975214774,459,459
47,dempster,True,True,3,3,1,0.0,0.0,0.0,0.0,0.8298751198181958,0.06899519234825631,badminton,snooker
47,pcr6,True,True,3,3,1,0.0,0.0,0.0,0.0,0.6299181729423687,0.7754571608028509,badminton,snooker
47,pcr6_plus,True,True,3,3,1,0.0,0.0,0.0,0.0,0.6295884760265005,0.7735608223442157,badminton,snooker
48,dempster,True,True,3,3,1,0.0,0.0,0.0,0.0,1.273253193453173,0.6070772774595443,22 october 1885,15 may 1885
48,pcr6,True,True,3,3,1,0.0,0.0,0.0,0.0,1.2706757634155812,0.6100716083815327,22 october 1885,15 may 1885
48,pcr6_plus,True,True,3,3,1,0.0,0.0,0.0,0.0,1.2776000076515004,0.6019245011327008,22 october 1885,15 may 1885
49,dempster,True,False,2,3,1,0.0,0.0,0.0,0.0,1.7168882329183206,0.12929432162679344,sumo wrestling,ice hockey
49,pcr6,True,False,2,3,1,0.0,0.0,0.0,0.0,1.6726072353037253,0.15057519792960883,sumo wrestling,ice hockey
49,pcr6_plus,True,False,2,3,1,0.0,0.0,0.0,0.0,1.717718151125446,0.12210682317254765,sumo wrestling,ice hockey
51,dempster,True,False,2,2,1,0.0,0.0,0.0,0.0,0.537737856016242,0.9629485489945622,about 1935,about 1835
51,pcr6,True,False,2,2,1,0.0,0.0,0.0,0.0,0.537737856016242,0.9629485489945622,about 1935,about 1835
51,pcr6_plus,True,False,2,2,1,0.0,0.0,0.0,0.0,0.537737856016242,0.9629485489945622,about 1935,about 1835
53,dempster,True,True,3,5,1,1.0,1.0,1.0,1.0,0.46271861130901865,1.1543423662922168,slim the mobster,slim the mobster
53,pcr6,True,True,3,5,1,1.0,1.0,1.0,1.0,0.46560312179138663,1.1614520402538937,slim the mobster,slim the mobster
53,pcr6_plus,True,True,3,5,1,1.0,1.0,1.0,1.0,0.4526474317094207,1.1320199748434772,slim the mobster,slim the mobster
54,dempster,True,False,2,5,1,0.0,0.0,0.0,0.0,1.50001301794184,0.04542411970709841,basketball,football
54,pcr6,True,False,2,5,1,0.0,0.0,0.0,0.0,0.8148359572401487,0.4399058737925794,basketball,football
54,pcr6_plus,True,False,2,5,1,0.0,0.0,0.0,0.0,0.8994472783190463,0.014817540376308898,basketball,football
55,dempster,True,False,2,2,1,1.0,1.0,1.0,1.0,0.498796067550459,0.9604893301740677,aguadilla puerto rico,aguadilla puerto rico
55,pcr6,True,False,2,2,1,1.0,1.0,1.0,1.0,0.4987844474222161,0.9600995779366438,aguadilla puerto rico,aguadilla puerto rico
55,pcr6_plus,True,False,2,2,1,1.0,1.0,1.0,1.0,0.4987844474222161,0.9600995779366438,aguadilla puerto rico,aguadilla puerto rico
56,dempster,True,False,2,4,1,0.0,0.0,0.0,0.0,0.7070747554224479,0.7943921460043816,the beatles,best coast
56,pcr6,True,False,2,4,1,0.0,0.0,0.0,0.0,0.7067425551151438,0.7946832790943479,the beatles,best coast
56,pcr6_plus,True,False,2,4,1,0.0,0.0,0.0,0.0,0.7085228638621133,0.7927740866101524,the beatles,best coast
60,dempster,True,False,2,6,1,0.0,0.0,0.0,0.0,1.4113393187739183,0.04101611990677759,abstract expressionist painting,poetry
60,pcr6,True,False,2,6,1,0.0,0.0,0.0,0.0,0.7263163350367552,0.519200730343545,abstract expressionist painting,poetry
60,pcr6_plus,True,False,2,6,1,0.0,0.0,0.0,0.0,0.7979346544434379,0.010832693384625895,abstract expressionist painting,poetry
61,dempster,True,False,2,3,1,0.0,0.0,0.0,0.0,0.5483370504251295,0.9527779123556174,bursaspor,ankara s gen lerbirli i
61,pcr6,True,False,2,3,1,0.0,0.0,0.0,0.0,0.5483370504251295,0.9527779123556174,bursaspor,ankara s gen lerbirli i
61,pcr6_plus,True,False,2,3,1,0.0,0.0,0.0,0.0,0.5483370504251295,0.9527779123556174,bursaspor,ankara s gen lerbirli i
62,dempster,True,False,2,3,1,1.0,1.0,1.0,1.0,0.0004122729497648284,0.02602534559414514,ice hockey,ice hockey
62,pcr6,True,False,2,3,1,1.0,1.0,1.0,1.0,0.000562861731539886,0.027748209298860328,ice hockey,ice hockey
62,pcr6_plus,True,False,2,3,1,1.0,1.0,1.0,1.0,0.00047737180986836235,0.024779961707727872,ice hockey,ice hockey
63,dempster,True,False,2,4,1,1.0,1.0,1.0,1.0,0.40893771042678867,0.5801913675726004,1 791 people,1 791 people
63,pcr6,True,False,2,4,1,1.0,1.0,1.0,1.0,0.4089238639589139,0.5956274220106739,1 791 people,1 791 people
63,pcr6_plus,True,False,2,4,1,1.0,1.0,1.0,1.0,0.3830940065904243,0.5412237140115232,1 791 people,1 791 people
64,dempster,True,False,2,4,1,0.0,0.0,0.0,0.0,1.1537677611503085,0.37096607106501345,forward,defender
64,pcr6,True,False,2,4,1,0.0,0.0,0.0,0.0,1.1156841559599242,0.3993793617904481,forward,defender
64,pcr6_plus,True,False,2,4,1,0.0,0.0,0.0,0.0,1.1787274626104531,0.341875633728788,forward,defender
66,dempster,True,False,2,6,1,1.0,1.0,1.0,1.0,0.43451538266606127,0.02863790594763894,republican,republican
66,pcr6,True,False,2,6,1,1.0,1.0,1.0,1.0,0.4877663905809454,0.4993863224859483,republican,republican
66,pcr6_plus,True,False,2,6,1,1.0,1.0,1.0,1.0,0.484728361786519,0.0031139190732678264,republican,republican
67,dempster,True,True,3,5,1,0.0,0.0,0.0,0.0,0.6922244642442905,1.3341575540781405,elton john,joe boyd
67,pcr6,True,True,3,5,1,0.0,0.0,0.0,0.0,0.6918479001179907,1.3363141230776703,elton john,joe boyd
67,pcr6_plus,True,True,3,5,1,0.0,0.0,0.0,0.0,0.688364598610637,1.3225880116895872,elton john,joe boyd
68,dempster,True,False,2,4,1,1.0,1.0,1.0,1.0,0.18010290282700622,0.6001714802071259,october 4 2016,october 4 2016
68,pcr6,True,False,2,4,1,1.0,1.0,1.0,1.0,0.18010290282700622,0.6001714802071259,october 4 2016,october 4 2016
68,pcr6_plus,True,False,2,4,1,1.0,1.0,1.0,1.0,0.18010290282700622,0.6001714802071259,october 4 2016,october 4 2016
69,dempster,True,False,2,3,1,1.0,1.0,1.0,1.0,0.08905560428767065,0.3518591729773771,cricket,cricket
69,pcr6,True,False,2,3,1,1.0,1.0,1.0,1.0,0.09477858308069434,0.36463420238074773,cricket,cricket
69,pcr6_plus,True,False,2,3,1,1.0,1.0,1.0,1.0,0.08341896142688177,0.33158842102390224,cricket,cricket
70,dempster,True,False,2,5,1,1.0,1.0,1.0,1.0,0.005001063781713233,0.08603405205676386,cut copy,cut copy
70,pcr6,True,False,2,5,1,1.0,1.0,1.0,1.0,0.009581415147154172,0.12330058860252559,cut copy,cut copy
70,pcr6_plus,True,False,2,5,1,1.0,1.0,1.0,1.0,0.004958969895281627,0.08013073110609395,cut copy,cut copy
71,dempster,True,False,2,4,1,0.0,0.0,0.0,0.0,0.80654172697062,0.6307786544547691,kathmandu nepal,thimphu bhutan
71,pcr6,True,False,2,4,1,0.0,0.0,0.0,0.0,0.8021867192402109,0.6358557850638203,kathmandu nepal,thimphu bhutan
71,pcr6_plus,True,False,2,4,1,0.0,0.0,0.0,0.0,0.8232694758566172,0.6153206399512109,kathmandu nepal,thimphu bhutan
73,dempster,True,False,2,3,1,1.0,1.0,1.0,1.0,0.050478959678481365,0.22372317367740324,baroque,baroque
73,pcr6,True,False,2,3,1,1.0,1.0,1.0,1.0,0.06536725401566532,0.26073641765126654,baroque,baroque
73,pcr6_plus,True,False,2,3,1,1.0,1.0,1.0,1.0,0.0492971670828857,0.1939968417841913,baroque,baroque
74,dempster,True,False,2,3,1,1.0,1.0,1.0,1.0,0.42587900660888195,0.899723857613826,boys like girls,boys like girls
74,pcr6,True,False,2,3,1,1.0,1.0,1.0,1.0,0.4259072987129325,0.8997466319905915,boys like girls,boys like girls
74,pcr6_plus,True,False,2,3,1,1.0,1.0,1.0,1.0,0.42535761167333236,0.8986970230810034,boys like girls,boys like girls
76,dempster,True,False,2,3,1,1.0,1.0,1.0,1.0,0.03841277090720972,0.27717420842210305,odakyu electric railway,odakyu electric railway
76,pcr6,True,False,2,3,1,1.0,1.0,1.0,1.0,0.03841277090720972,0.27717420842210305,odakyu electric railway,odakyu electric railway
76,pcr6_plus,True,False,2,3,1,1.0,1.0,1.0,1.0,0.03841277090720972,0.27717420842210305,odakyu electric railway,odakyu electric railway
77,dempster,True,False,2,4,1,1.0,1.0,1.0,1.0,0.42064099020569473,0.8557187796734613,november 25 1865,november 25 1865
77,pcr6,True,False,2,4,1,1.0,1.0,1.0,1.0,0.42092894497030026,0.8561356170418154,november 25 1865,november 25 1865
77,pcr6_plus,True,False,2,4,1,1.0,1.0,1.0,1.0,0.42057759333977135,0.8522420653659628,november 25 1865,november 25 1865
80,dempster,True,False,2,4,1,0.0,0.0,0.0,0.0,0.5641910293331499,0.3643030323419588,january 1 2006,november 1 2007
80,pcr6,True,False,2,4,1,0.0,0.0,0.0,0.0,0.5607228439013119,0.43043931048950507,january 1 2006,november 1 2007
80,pcr6_plus,True,False,2,4,1,0.0,0.0,0.0,0.0,0.5845754883377163,0.2858045016442827,january 1 2006,november 1 2007
81,dempster,True,False,2,5,1,1.0,1.0,1.0,1.0,0.015334063138743973,0.16259295194449316,1912,1912
81,pcr6,True,False,2,5,1,1.0,1.0,1.0,1.0,0.018846979570645222,0.18136679205026737,1912,1912
81,pcr6_plus,True,False,2,5,1,1.0,1.0,1.0,1.0,0.014955915591684799,0.15754734561635508,1912,1912
82,dempster,True,False,2,5,1,1.0,1.0,1.0,1.0,0.00014348446734537777,0.013426599540597432,republican,republican
82,pcr6,True,False,2,5,1,1.0,1.0,1.0,1.0,0.0034537142200993017,0.07567789479838753,republican,republican
82,pcr6_plus,True,False,2,5,1,1.0,1.0,1.0,1.0,0.00031968856695845256,0.011893982186512603,republican,republican
83,dempster,True,False,2,2,1,0.0,0.0,0.0,0.0,0.5229384576358191,0.9773187616507095,5 000,1 294
83,pcr6,True,False,2,2,1,0.0,0.0,0.0,0.0,0.5229384576358191,0.9773187616507095,5 000,1 294
83,pcr6_plus,True,False,2,2,1,0.0,0.0,0.0,0.0,0.5229384576358191,0.9773187616507095,5 000,1 294
90,dempster,True,False,2,4,1,1.0,1.0,1.0,1.0,0.47848832779776246,0.818962673776252,jade valerie,jade valerie
90,pcr6,True,False,2,4,1,1.0,1.0,1.0,1.0,0.4789154807835024,0.8200830924999555,jade valerie,jade valerie
90,pcr6_plus,True,False,2,4,1,1.0,1.0,1.0,1.0,0.4822349281330218,0.810966140883723,jade valerie,jade valerie
92,dempster,True,False,2,4,1,1.0,1.0,1.0,1.0,0.002939882234476334,0.07132896626659868,yellow lantern banksia,yellow lantern banksia
92,pcr6,True,False,2,4,1,1.0,1.0,1.0,1.0,0.004573897342194261,0.08949343812298906,yellow lantern banksia,yellow lantern banksia
92,pcr6_plus,True,False,2,4,1,1.0,1.0,1.0,1.0,0.002949663068324419,0.06893477714930314,yellow lantern banksia,yellow lantern banksia
95,dempster,True,False,2,4,1,1.0,1.0,1.0,1.0,0.3089550957483397,0.032590146042220706,rugby union,rugby union
95,pcr6,True,False,2,4,1,1.0,1.0,1.0,1.0,0.4659610742576439,0.42482054937368974,rugby union,rugby union
95,pcr6_plus,True,False,2,4,1,1.0,1.0,1.0,1.0,0.4601611954878952,0.00416321820336202,rugby union,rugby union
96,dempster,True,False,2,5,1,0.0,0.0,0.0,0.0,1.7149957946530368,0.12631735336852742,ice hockey,american football
96,pcr6,True,False,2,5,1,0.0,0.0,0.0,0.0,1.6454794713048886,0.16350874437142165,ice hockey,american football
96,pcr6_plus,True,False,2,5,1,0.0,0.0,0.0,0.0,1.7197380544191514,0.11761671138250325,ice hockey,american football
97,dempster,True,False,2,4,1,1.0,1.0,1.0,1.0,0.12494488814071446,0.4998897641294818,football,football
97,pcr6,True,False,2,4,1,1.0,1.0,1.0,1.0,0.12494488814071446,0.4998897641294818,football,football
97,pcr6_plus,True,False,2,4,1,1.0,1.0,1.0,1.0,0.12494488814071446,0.4998897641294818,football,football
100,dempster,True,False,2,3,2,1.0,1.0,1.0,1.0,0.004688053156517191,0.9031697035374033,june 21 1998 || january 2012,january 2012 || june 21 1998
100,pcr6,True,False,2,3,2,1.0,1.0,1.0,1.0,0.004688053156517191,0.9031697035374033,june 21 1998 || january 2012,january 2012 || june 21 1998
100,pcr6_plus,True,False,2,3,2,1.0,1.0,1.0,1.0,0.004688053156517191,0.9031697035374033,june 21 1998 || january 2012,january 2012 || june 21 1998
101,dempster,True,True,4,6,2,1.0,1.0,1.0,1.0,0.16541454223294258,0.5871279102974506,1988 || 1987,1987 || 1988
101,pcr6,True,True,4,6,2,1.0,1.0,1.0,1.0,0.15487418180268595,0.6611342244680122,1988 || 1987,1987 || 1988
101,pcr6_plus,True,True,4,6,2,1.0,1.0,1.0,1.0,0.1717356345894553,0.5590236423666549,1988 || 1987,1987 || 1988
102,dempster,True,True,3,5,2,0.0,0.5,0.5,0.5,0.375993892600833,0.31029025887283374,jeremy camp || metallica,dynasty || jeremy camp
102,pcr6,True,True,3,5,2,0.0,0.5,0.5,0.5,0.3381663191224105,0.40711725049145403,jeremy camp || metallica,dynasty || jeremy camp
102,pcr6_plus,True,True,3,5,2,0.0,0.5,0.5,0.5,0.3708669092889765,0.3322508082848063,jeremy camp || metallica,dynasty || jeremy camp
103,dempster,True,False,2,2,2,1.0,1.0,1.0,1.0,0.0010173761251183761,0.9524463050728822,harold land || barbra streisand,barbra streisand || harold land
103,pcr6,True,False,2,2,2,1.0,1.0,1.0,1.0,0.001019795054214001,0.9523896580294372,harold land || barbra streisand,barbra streisand || harold land
103,pcr6_plus,True,False,2,2,2,1.0,1.0,1.0,1.0,0.001019795054214001,0.9523896580294372,harold land || barbra streisand,barbra streisand || harold land
104,dempster,True,True,3,6,2,0.0,0.5,0.5,0.5,0.3402965018401978,0.03814030556423188,3 september 1717 || 12 december 1750,3 july 1750 || 3 september 1717
104,pcr6,True,True,3,6,2,0.0,0.5,0.5,0.5,0.16621738986972,1.0184968175574278,3 september 1717 || 12 december 1750,3 july 1750 || 3 september 1717
104,pcr6_plus,True,True,3,6,2,0.0,0.5,0.5,0.5,0.17521933690924865,0.8277574936784035,3 september 1717 || 12 december 1750,3 july 1750 || 3 september 1717
105,dempster,True,False,2,5,2,1.0,1.0,1.0,1.0,0.24259070111082748,0.28310165724847597,malik shah i || mustafa ii,malik shah i || mustafa ii
105,pcr6,True,False,2,5,2,1.0,1.0,1.0,1.0,0.23388530859982365,0.2959683846463142,malik shah i || mustafa ii,malik shah i || mustafa ii
105,pcr6_plus,True,False,2,5,2,1.0,1.0,1.0,1.0,0.24675896753332882,0.27608930505943263,malik shah i || mustafa ii,malik shah i || mustafa ii
106,dempster,True,False,2,6,2,1.0,1.0,1.0,1.0,0.2528822874748034,0.21876777646612752,elia kazan || franco giraldi,elia kazan || franco giraldi
106,pcr6,True,False,2,6,2,1.0,1.0,1.0,1.0,0.21209692394440163,0.2830420988393286,elia kazan || franco giraldi,elia kazan || franco giraldi
106,pcr6_plus,True,False,2,6,2,1.0,1.0,1.0,1.0,0.2612691848808576,0.195417961818562,elia kazan || franco giraldi,elia kazan || franco giraldi
108,dempster,True,False,2,2,2,1.0,1.0,1.0,1.0,0.12448560789962025,0.5010298447810326,william parke || raoul walsh,raoul walsh || william parke
108,pcr6,True,False,2,2,2,1.0,1.0,1.0,1.0,0.12448560789962025,0.5010298447810326,william parke || raoul walsh,raoul walsh || william parke
108,pcr6_plus,True,False,2,2,2,1.0,1.0,1.0,1.0,0.12448560789962025,0.5010298447810326,william parke || raoul walsh,raoul walsh || william parke
109,dempster,True,False,2,4,2,1.0,1.0,1.0,1.0,0.22100426581904872,0.2981608428509662,in flight safety || tracy lawrence,in flight safety || tracy lawrence
109,pcr6,True,False,2,4,2,1.0,1.0,1.0,1.0,0.2098000678663752,0.31547401247486206,in flight safety || tracy lawrence,in flight safety || tracy lawrence
109,pcr6_plus,True,False,2,4,2,1.0,1.0,1.0,1.0,0.22674557102449114,0.2860326756129569,in flight safety || tracy lawrence,in flight safety || tracy lawrence
110,dempster,True,True,3,6,2,0.0,0.5,0.5,0.5,0.3653492997301407,0.32042433060216113,174 || 1 234,174 || 9 523
110,pcr6,True,True,3,6,2,0.0,0.5,0.5,0.5,0.33245129078114927,0.40548298165119456,174 || 1 234,174 || 9 523
110,pcr6_plus,True,True,3,6,2,0.0,0.5,0.5,0.5,0.35264516058132,0.36396943254393344,174 || 1 234,174 || 9 523
111,dempster,True,True,3,5,2,0.0,0.5,0.5,0.5,0.4370049990305889,0.9718261008663082,1855 || 1886,1855 || 1898
111,pcr6,True,True,3,5,2,0.0,0.5,0.5,0.5,0.42289930818931104,0.9925799345903867,1855 || 1886,1855 || 1898
111,pcr6_plus,True,True,3,5,2,0.0,0.5,0.5,0.5,0.4356987130481094,0.9693992208656587,1855 || 1886,1855 || 1898
112,dempster,True,False,2,2,2,1.0,1.0,1.0,1.0,3.0628379733706724e-05,0.9259672147160711,april 1958 || june 1936,april 1958 || june 1936
112,pcr6,True,False,2,2,2,1.0,1.0,1.0,1.0,3.171125700226095e-05,0.9246142952084658,april 1958 || june 1936,april 1958 || june 1936
112,pcr6_plus,True,False,2,2,2,1.0,1.0,1.0,1.0,3.171125700226095e-05,0.9246142952084658,april 1958 || june 1936,april 1958 || june 1936
113,dempster,True,False,2,5,2,1.0,1.0,1.0,1.0,0.45638815389888543,0.044606726108158835,baseball || hockey,baseball || hockey
113,pcr6,True,False,2,5,2,1.0,1.0,1.0,1.0,0.45638815389888543,0.044606726108158835,baseball || hockey,baseball || hockey
113,pcr6_plus,True,False,2,5,2,1.0,1.0,1.0,1.0,0.45638815389888543,0.044606726108158835,baseball || hockey,baseball || hockey
114,dempster,True,True,3,6,2,1.0,1.0,1.0,1.0,0.04460072983351132,0.5171245080740384,ice hockey || american football,american football || ice hockey
114,pcr6,True,True,3,6,2,1.0,1.0,1.0,1.0,0.039386810161413544,0.5931229542785514,ice hockey || american football,american football || ice hockey
114,pcr6_plus,True,True,3,6,2,1.0,1.0,1.0,1.0,0.05132229284451137,0.5019343623953119,ice hockey || american football,american football || ice hockey
115,dempster,True,False,2,6,2,1.0,1.0,1.0,1.0,0.4647797088473149,0.02801308136092349,comedy film || gangster thriller,comedy film || gangster thriller
115,pcr6,True,False,2,6,2,1.0,1.0,1.0,1.0,0.38744584988088715,0.10963838329204798,comedy film || gangster thriller,comedy film || gangster thriller
115,pcr6_plus,True,False,2,6,2,1.0,1.0,1.0,1.0,0.45774051814292543,0.02466714701254318,comedy film || gangster thriller,comedy film || gangster thriller
116,dempster,True,False,2,6,2,1.0,1.0,1.0,1.0,0.040982191722878286,0.3460286366442103,american football || baseball,american football || baseball
116,pcr6,True,False,2,6,2,1.0,1.0,1.0,1.0,0.029631785076630224,0.44107217417856037,american football || baseball,american football || baseball
116,pcr6_plus,True,False,2,6,2,1.0,1.0,1.0,1.0,0.049171660846392795,0.27687323462273256,american football || baseball,american football || baseball
117,dempster,True,False,2,4,2,1.0,1.0,1.0,1.0,0.27844988421777694,0.23221650087352827,924 || 1 243,1 243 || 924
117,pcr6,True,False,2,4,2,1.0,1.0,1.0,1.0,0.2662646004326218,0.24834758890036104,924 || 1 243,1 243 || 924
117,pcr6_plus,True,False,2,4,2,1.0,1.0,1.0,1.0,0.28182288781327963,0.22434476826503155,924 || 1 243,1 243 || 924
